Subject,Problem Set,Priority,Time Required to Finish
CS155,61,Medium,420
CS155,53,Low,420
CS155,49,High,420
CS155,45,Medium,420
CS155,25,Low,97
CS155,39,Medium,363
CS155,36,Medium,266
CS155,54,Medium,420
CS155,52,Low,420
CS155,70,Low,420
CS155,53,Low,420
CS155,74,Medium,420
CS155,56,Low,420
CS155,73,Low,420
CS155,65,Medium,420
CS155,54,Low,420
CS155,53,Low,420
CS155,64,Low,420
CS155,44,Low,420
CS155,26,Low,107
CS155,65,Medium,420
CS155,56,Medium,420
CS155,70,Low,420
CS155,16,High,36
CS155,73,Medium,420
CS155,77,High,420
CS155,51,Medium,420
CS155,52,High,420
CS166,47,Medium,420
CS166,38,Low,420
CS166,73,Low,420
CS166,46,High,420
CS166,35,Low,420
CS166,81,High,420
CS166,64,High,420
CS166,55,Low,420
CS166,76,Low,420
CS166,58,Medium,420
CS166,62,Medium,420
CS166,14,Medium,152
CS166,49,Medium,420
CS166,71,Medium,420
CS166,50,High,420
CS166,60,Medium,420
CS166,50,Low,420
CS166,39,Medium,420
CS166,78,Low,420
CS166,60,Medium,420
CS166,88,Medium,420
CS166,81,Medium,420
CS166,40,High,420
CS166,47,Medium,420
CS166,51,High,420
CS166,52,High,420
CS166,56,High,420
CS166,53,Medium,420
CS166,53,Medium,420
CS166,44,Low,420
CS166,40,Medium,420
CS166,43,Medium,420
CS166,48,Medium,420
CS166,47,Low,420
CS166,23,High,420
CS166,69,Medium,420
CS166,47,Low,420
CS166,60,High,420
CS166,49,Low,420
CS166,83,Low,420
CS166,59,Medium,420
CS166,49,Low,420
CS166,43,Medium,420
CS166,25,High,420
CS166,11,High,65
CS166,35,Medium,420
CS166,50,High,420
CS166,60,Low,420
CS166,55,Low,420
CS166,44,Medium,420
CS166,69,Medium,420
CS166,46,Medium,420
CS166,71,Medium,420
CS166,99,Medium,420
CS166,44,Medium,420
CS166,53,High,420
CS166,57,High,420
CS166,67,High,420
CS166,56,Medium,420
CS166,49,Medium,420
CS166,52,High,420
CS166,30,Low,420
CS166,56,High,420
CS166,26,High,420
CS166,55,Medium,420
CS166,19,Low,379
CS166,86,Low,420
CS166,62,Medium,420
CS166,64,Medium,420
CS166,52,Medium,420
CS166,59,Low,420
CS166,47,Low,420
CS166,92,Low,420
CS166,38,High,420
CS166,26,Medium,420
CS166,41,Low,420
CS166,56,High,420
CS166,62,High,420
CS166,43,Low,420
CS166,57,Medium,420
CS166,86,Low,420
CS166,37,Medium,420
CS166,37,Medium,420
CS166,38,Low,420
CS166,53,Medium,420
CS166,17,Medium,261
CS166,69,High,420
CS166,29,Low,420
CS166,75,Medium,420
CS166,57,Medium,420
CS166,45,Medium,420
CS166,37,High,420
CS166,64,Medium,420
CS166,41,Medium,420
CS166,47,Low,420
CS166,36,Medium,420
CS166,27,High,420
CS166,48,Medium,420
CS166,58,Low,420
CS166,51,Medium,420
CS166,55,Medium,420
CS166,38,Low,420
CS166,56,Low,420
CS166,60,Low,420
CS166,34,Medium,420
CS166,66,Medium,420
CS166,22,Low,420
CS166,68,High,420
CS166,5,High,9
CS166,50,Low,420
CS166,42,High,420
CS166,57,Medium,420
CS166,87,High,420
CS166,31,Medium,420
CS166,39,Medium,420
CS166,78,Low,420
CS166,41,Medium,420
CS166,46,Medium,420
CS166,49,Low,420
CS166,51,Medium,420
CS166,44,High,420
CS166,47,Medium,420
CS166,35,Medium,420
CS166,40,Low,420
CS166,59,High,420
CS166,64,High,420
CS166,56,High,420
CS166,43,Low,420
CS166,47,Medium,420
CS166,55,High,420
CS166,57,Low,420
CS166,68,Low,420
CS166,47,High,420
CS166,61,Low,420
CS166,54,Medium,420
CS166,74,High,420
CS166,34,Medium,420
CS166,62,Medium,420
CS166,92,Low,420
CS166,49,High,420
CS166,10,Medium,56
CS166,75,High,420
CS166,23,Low,420
CS166,30,Medium,420
CS166,55,Medium,420
CS166,56,Medium,420
CS166,72,High,420
CS166,35,Medium,420
CS166,49,High,420
CS166,40,Medium,420
CS166,60,Low,420
CS166,56,High,420
CS166,60,Medium,420
CS166,61,Low,420
CS166,55,Medium,420
CS166,39,Low,420
CS166,44,Low,420
CS166,5,High,0
CS166,48,Low,420
CS166,46,Medium,420
CS166,59,Low,420
CS166,44,High,420
CS166,100,Low,420
CS166,62,Medium,420
CS166,94,High,420
CS166,24,Medium,420
CS166,45,Medium,420
CS166,44,Medium,420
CS166,69,Medium,420
CS166,31,Low,420
CS166,37,Medium,420
CS166,52,Low,420
CS166,54,Medium,420
CS166,33,Low,420
CS166,51,Low,420
CS166,34,Medium,420
CS166,62,Medium,420
CS166,40,Medium,420
CS166,64,High,420
CS166,63,Low,420
CS166,54,Medium,420
CS166,61,High,420
CS166,53,High,420
CS166,40,High,420
CS166,38,Medium,420
CS166,67,Low,420
CS166,23,High,420
CS166,48,High,420
CS166,72,High,420
CS166,28,Medium,420
CS166,54,Medium,420
CS166,63,Low,420
CS166,44,Low,420
CS166,48,Medium,420
CS166,65,High,420
CS166,76,High,420
CS166,82,Low,420
CS166,53,Medium,420
CS166,44,Low,420
CS166,73,Medium,420
CS166,72,Low,420
CS166,90,Medium,420
CS166,72,High,420
CS166,60,Low,420
CS166,45,Low,420
CS166,27,Low,420
CS166,74,High,420
CS166,55,Low,420
CS166,50,Low,420
CS166,55,Low,420
CS166,47,High,420
CS166,48,High,420
CS166,51,Low,420
CS166,65,Medium,420
CS166,60,Medium,420
CS166,34,Medium,420
CS166,59,Low,420
CS166,68,Medium,420
CS166,42,High,420
CS166,50,High,420
CS166,30,Medium,420
CS166,45,Medium,420
CS166,56,High,420
CS166,61,High,420
CS166,55,Medium,420
CS166,48,Low,420
CS166,72,Medium,420
CS166,71,High,420
CS166,84,High,420
CS166,41,Low,420
CS166,60,Low,420
CS166,45,Medium,420
CS166,28,Medium,420
CS166,42,High,420
CS166,30,High,420
CS166,34,Medium,420
CS166,57,Low,420
CS166,43,High,420
CS166,36,Low,420
CS166,58,High,420
CS166,45,Low,420
CS166,57,Low,420
CS166,64,Low,420
CS166,54,Low,420
CS166,76,Medium,420
CS166,53,Low,420
CS166,36,Low,420
CS166,47,High,420
CS166,25,Medium,420
CS166,35,Medium,420
CS146,61,High,420
CS146,30,High,420
CS146,39,Medium,420
CS146,72,Low,420
CS146,42,Low,420
CS146,58,Medium,420
CS146,100,Medium,420
CS146,42,High,420
CS146,70,High,420
CS146,69,Low,420
CS146,57,Medium,420
CS146,60,High,420
CS146,25,Medium,420
CS146,50,Low,420
CS146,65,Medium,420
CS146,58,High,420
CS146,49,Medium,420
CS146,70,Medium,420
CS146,55,High,420
CS146,73,Low,420
CS146,56,Medium,420
CS146,56,High,420
CS146,25,Medium,420
CS146,45,Medium,420
CS146,50,High,420
CS146,61,High,420
CS146,77,Medium,420
CS146,50,High,420
CS146,37,Low,420
CS146,45,High,420
CS146,78,High,420
CS146,24,Medium,420
CS146,69,Low,420
CS146,51,Low,420
CS146,75,Medium,420
CS146,64,High,420
CS146,64,Low,420
CS146,34,Low,420
CS146,67,Medium,420
CS146,44,High,420
CS146,39,Low,420
CS146,33,Medium,420
CS146,55,High,420
CS146,45,High,420
CS146,80,Medium,420
CS146,65,High,420
CS146,73,High,420
CS146,26,Low,420
CS146,52,Medium,420
CS146,50,Low,420
CS146,67,Medium,420
CS146,57,High,420
CS146,50,Low,420
CS146,58,Medium,420
CS146,12,Medium,84
CS146,53,Low,420
CS146,63,Low,420
CS146,49,Medium,420
CS146,63,High,420
CS146,50,High,420
CS146,76,High,420
CS146,20,Low,370
CS146,27,High,420
CS146,24,Low,420
CS146,54,Medium,420
CS146,52,Low,420
CS146,38,High,420
CS146,32,Low,420
CS146,82,High,420
CS146,48,Low,420
CS146,54,Low,420
CS146,45,Low,420
CS146,53,High,420
CS146,63,High,420
CS146,58,High,420
CS146,76,High,420
CS146,39,Medium,420
CS146,54,High,420
CS146,41,Low,420
CS146,67,Low,420
CS146,42,Medium,420
CS146,53,High,420
CS146,66,High,420
CS146,39,Medium,420
CS146,59,High,420
CS146,65,Medium,420
CS146,36,Medium,420
CS146,47,Medium,420
CS146,44,High,420
CS146,73,Medium,420
CS146,78,Medium,420
CS146,8,Low,28
CS146,72,Medium,420
CS146,59,High,420
CS146,35,Low,420
CS146,43,Low,420
CS146,29,Low,420
CS146,50,Low,420
CS146,28,High,420
CS146,58,High,420
CS146,64,Medium,420
CS146,57,Medium,420
CS146,50,Low,420
CS146,59,High,420
CS146,41,Medium,420
CS146,37,High,420
CS146,68,Medium,420
CS146,45,Medium,420
CS146,62,Medium,420
CS146,27,Low,420
CS146,83,High,420
CS146,37,High,420
CS146,41,High,420
CS146,40,Medium,420
CS146,39,Medium,420
CS146,46,Low,420
CS146,82,Medium,420
CS146,53,Medium,420
CS146,57,Low,420
CS146,39,Medium,420
CS146,57,Low,420
CS146,70,Low,420
CS146,38,High,420
CS146,41,High,420
CS146,37,Medium,420
CS146,40,High,420
CS146,59,High,420
CS146,70,Medium,420
CS146,74,High,420
CS146,80,Low,420
CS146,42,Medium,420
CS146,53,Medium,420
CS146,47,Low,420
CS146,35,Low,420
CS146,52,Low,420
CS146,37,Medium,420
CS146,66,Medium,420
CS146,59,Medium,420
CS146,29,Low,420
CS146,39,Low,420
CS146,76,Medium,420
CS146,53,Medium,420
CS146,75,Medium,420
CS146,43,Low,420
CS146,60,Medium,420
CS146,67,High,420
CS146,58,Low,420
CS146,61,Medium,420
CS146,44,Low,420
CS146,52,High,420
CS146,33,High,420
CS146,56,High,420
CS146,84,Medium,420
CS146,84,High,420
CS146,63,Low,420
CS146,55,Low,420
CS146,32,Medium,420
CS146,52,Medium,420
CS146,55,High,420
CS146,32,High,420
CS146,45,Low,420
CS146,46,High,420
CS146,72,Medium,420
CS146,60,High,420
CS146,43,Medium,420
CS146,64,Low,420
CS146,58,Medium,420
CS146,86,Low,420
CS146,77,High,420
CS146,44,Low,420
CS146,80,Medium,420
CS146,42,High,420
CS146,83,Low,420
CS146,80,Low,420
CS146,52,High,420
CS146,55,Medium,420
CS146,64,Low,420
CS146,40,Medium,420
CS146,30,Low,420
CS146,63,Medium,420
CS146,58,High,420
CS146,31,Medium,420
CS146,51,Medium,420
CS146,63,Medium,420
CS146,62,Medium,420
CS146,57,High,420
CS146,48,High,420
CS146,39,Medium,420
CS146,30,Medium,420
CS146,33,High,420
CS146,53,Low,420
CS146,60,Medium,420
CS146,40,High,420
CS146,51,Medium,420
CS146,51,Medium,420
CS146,78,Medium,420
CS146,54,Low,420
CS146,53,Low,420
CS146,43,Medium,420
CS146,33,Medium,420
CS146,54,Low,420
CS146,47,Medium,420
CS146,68,High,420
CS146,57,High,420
CS146,50,Low,420
CS146,59,Medium,420
CS146,41,Medium,420
CS146,54,High,420
CS146,5,Low,12
CS146,30,Medium,420
CS146,71,Medium,420
CS146,54,Low,420
CS146,56,Low,420
CS146,59,Low,420
CS146,68,Medium,420
CS146,12,High,80
CS146,50,Medium,420
CS146,54,High,420
CS146,57,Low,420
CS146,49,High,420
CS146,14,Medium,119
CS146,59,Medium,420
CS146,71,Medium,420
CS146,62,High,420
CS146,50,Medium,420
CS146,57,Medium,420
CS146,18,Medium,262
CS146,42,High,420
CS146,45,Low,420
CS146,32,High,420
CS146,71,Medium,420
CS146,20,Medium,359
CS146,54,Medium,420
CS146,40,Low,420
CS146,25,Medium,420
CS146,55,Medium,420
CS146,91,Low,420
CS146,77,High,420
CS146,67,Low,420
CS146,47,High,420
CS146,55,Low,420
CS146,65,Medium,420
CS146,58,Medium,420
CS146,66,Low,420
CS146,58,Low,420
CS146,23,Low,420
CS146,47,Medium,420
CS146,75,Low,420
CS146,70,Low,420
CS146,53,Low,420
CS147,40,Low,420
CS147,32,High,420
CS147,55,Medium,420
CS147,29,Low,420
CS147,71,Low,420
CS147,74,Medium,420
CS147,41,High,420
CS147,45,High,420
CS147,34,Low,420
CS147,59,Medium,420
CS147,67,Medium,420
CS147,69,High,420
CS147,24,High,420
CS147,48,High,420
CS147,48,Medium,420
CS147,70,Medium,420
CS147,58,High,420
CS147,57,High,420
CS147,70,High,420
CS147,37,High,420
CS147,34,Medium,420
CS147,65,Medium,420
CS147,58,High,420
CS147,40,High,420
CS147,51,Medium,420
CS147,69,Low,420
CS147,48,High,420
CS147,59,High,420
CS147,48,Medium,420
CS147,40,Low,420
CS147,68,High,420
CS147,66,Medium,420
CS147,37,Medium,420
CS147,54,Medium,420
CS147,54,High,420
CS147,56,Medium,420
CS147,23,Medium,420
CS147,37,Low,420
CS147,69,Medium,420
CS147,23,High,420
CS147,78,Low,420
CS147,52,High,420
CS147,34,Medium,420
CS147,43,High,420
CS147,38,Low,420
CS147,22,Medium,420
CS147,62,Medium,420
CS147,73,Low,420
CS147,70,Medium,420
CS147,45,Low,420
CS147,48,Medium,420
CS147,41,High,420
CS147,57,High,420
CS147,65,High,420
CS147,71,Medium,420
CS147,43,Low,420
CS147,54,Medium,420
CS147,75,Low,420
CS147,53,Low,420
CS147,17,Medium,413
CS147,49,Medium,420
CS147,58,Medium,420
CS147,37,Low,420
CS147,52,High,420
CS147,44,High,420
CS147,43,Medium,420
CS147,40,High,420
CS147,42,High,420
CS147,44,Low,420
CS147,30,Medium,420
CS147,44,High,420
CS147,39,Medium,420
CS147,55,Low,420
CS147,38,Medium,420
CS147,44,High,420
CS147,58,High,420
CS147,59,Low,420
CS147,24,Medium,420
CS147,41,Medium,420
CS147,50,Medium,420
CS147,37,High,420
CS147,51,Medium,420
CS147,34,Medium,420
CS147,57,Medium,420
CS147,8,Medium,48
CS147,78,Low,420
CS147,70,Medium,420
CS147,47,Medium,420
CS147,28,High,420
CS147,69,Medium,420
CS147,42,High,420
CS147,39,High,420
CS147,44,High,420
CS147,52,High,420
CS147,62,Low,420
CS147,44,Low,420
CS147,44,Low,420
CS147,51,Medium,420
CS147,59,Medium,420
CS147,48,High,420
CS147,39,Low,420
CS147,52,Medium,420
CS147,52,Medium,420
CS147,54,Low,420
CS147,61,Medium,420
CS147,46,Medium,420
CS147,61,Low,420
CS147,49,Medium,420
CS147,60,High,420
CS147,63,Medium,420
CS147,30,High,420
CS147,64,Low,420
CS147,49,High,420
CS147,60,Low,420
CS147,16,Medium,364
CS147,37,High,420
CS147,45,Medium,420
CS147,59,High,420
CS147,44,Low,420
CS147,33,Low,420
CS147,46,High,420
CS147,59,High,420
CS147,67,High,420
CS147,54,Medium,420
CS147,68,Low,420
CS147,32,High,420
CS147,54,Low,420
CS147,22,Medium,420
CS147,45,Medium,420
CS147,59,Low,420
CS147,48,High,420
CS147,50,High,420
CS147,38,High,420
CS147,34,Low,420
CS147,42,Low,420
CS147,59,Low,420
CS147,48,Low,420
CS147,62,Medium,420
CS147,75,Low,420
CS147,32,High,420
CS147,41,High,420
CS147,47,Low,420
CS147,68,Low,420
CS147,38,High,420
CS147,35,High,420
CS147,57,Medium,420
CS147,60,High,420
CS147,44,Low,420
CS147,62,Medium,420
CS147,52,Medium,420
CS147,39,High,420
CS147,45,Medium,420
CS147,29,High,420
CS147,60,Medium,420
CS147,86,High,420
CS147,50,Medium,420
CS147,41,Medium,420
CS147,52,Low,420
CS147,50,Medium,420
CS147,59,Low,420
CS147,68,Low,420
CS147,46,Medium,420
CS147,72,High,420
CS147,49,High,420
CS147,38,High,420
CS147,30,High,420
CS147,50,Medium,420
CS147,37,High,420
CS147,32,High,420
CS147,76,Medium,420
CS147,38,High,420
CS147,72,Low,420
CS147,41,Medium,420
CS147,55,Low,420
CS147,50,High,420
CS147,45,High,420
CS147,70,Low,420
CS147,67,High,420
CS147,42,Low,420
CS147,51,Medium,420
CS147,60,Low,420
CS147,77,Medium,420
CS147,60,Low,420
CS147,19,Medium,420
CS147,62,Medium,420
CS147,71,Low,420
CS147,81,High,420
CS147,64,High,420
CS147,43,Low,420
CS147,53,Low,420
CS147,89,Medium,420
CS147,33,Medium,420
CS147,55,High,420
CS147,52,Medium,420
CS147,51,Medium,420
CS147,77,Low,420
CS147,66,High,420
CS147,66,High,420
CS147,51,Low,420
CS147,45,High,420
CS147,73,Low,420
CS147,75,High,420
CS147,40,Low,420
CS147,62,High,420
CS147,33,Medium,420
CS147,43,High,420
CS147,32,Low,420
CS147,49,Medium,420
CS147,76,Medium,420
CS147,61,Medium,420
CS147,37,High,420
CS147,66,Low,420
CS147,84,Low,420
CS147,54,High,420
CS147,42,Medium,420
CS147,59,Medium,420
CS147,43,Low,420
CS147,30,High,420
CS147,57,Low,420
CS147,62,Medium,420
CS147,62,Low,420
CS147,40,Low,420
CS147,36,Low,420
CS147,22,Medium,420
CS147,36,High,420
CS147,41,High,420
CS147,59,Medium,420
CS147,67,Low,420
CS147,50,Medium,420
CS147,62,Low,420
CS147,69,High,420
CS147,46,Low,420
CS147,71,High,420
CS147,87,High,420
CS147,78,Low,420
CS147,46,Low,420
CS147,44,High,420
CS147,39,High,420
CS147,49,Low,420
CS147,66,High,420
CS147,66,Low,420
CS147,50,High,420
CS147,53,Low,420
CS147,61,Low,420
CS147,72,High,420
CS147,60,Medium,420
CS147,74,Low,420
CS147,36,Medium,420
CS147,65,High,420
CS147,53,Medium,420
